source_references,msgctxt,msgid,msgstr,comments
src/components/routes/admin/Accounts/AccountDetail/index.tsx:132 | src/components/routes/admin/Messages/index.tsx:169 | src/components/routes/admin/Messages/index.tsx:309,,Created,"=GOOGLETRANSLATE(C527, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:410,,Creating Event...,"=GOOGLETRANSLATE(C528, ""en"", ""el"")",
src/components/forms/OrganizerForm/index.tsx:125,,Creating Organizer...,"=GOOGLETRANSLATE(C529, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:408,,"Creating your event, please wait","=GOOGLETRANSLATE(C530, ""en"", ""el"")",
src/components/forms/OrganizerForm/index.tsx:123,,"Creating your organizer profile, please wait","=GOOGLETRANSLATE(C531, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:48,,CTA label is required,"=GOOGLETRANSLATE(C532, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:306 | src/components/forms/OrganizerForm/index.tsx:50 | src/components/routes/account/ManageAccount/sections/AccountSettings/index.tsx:73 | src/components/routes/admin/Accounts/AccountDetail/index.tsx:149 | src/components/routes/event/Settings/Sections/EventDetailsForm/index.tsx:117 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:51 | src/components/routes/organizer/Reports/PlatformFeesReport/index.tsx:99 | src/components/routes/organizer/Reports/TaxSummaryReport/index.tsx:33 | src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:116,,Currency,"=GOOGLETRANSLATE(C533, ""en"", ""el"")",
src/components/routes/profile/ManageProfile/index.tsx:228,,Current Password,"=GOOGLETRANSLATE(C534, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:164,,Current payment processor,"=GOOGLETRANSLATE(C535, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:156,,Current VAT number is validated,"=GOOGLETRANSLATE(C536, ""en"", ""el"")",
src/components/modals/EditAccountVatSettingsModal/index.tsx:157,,Current VAT number validation failed,"=GOOGLETRANSLATE(C537, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:104,,Currently available for purchase,"=GOOGLETRANSLATE(C538, ""en"", ""el"")",
src/components/layouts/AuthLayout/index.tsx:46,,Custom Branding,"=GOOGLETRANSLATE(C539, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:405,,Custom date and time,"=GOOGLETRANSLATE(C540, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/LocationSettings/index.tsx:162,,Custom Maps URL,"=GOOGLETRANSLATE(C541, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:50 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:83,,Custom message after checkout,"=GOOGLETRANSLATE(C542, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:432,,Custom Questions,"=GOOGLETRANSLATE(C543, ""en"", ""el"")",
src/components/common/OrganizerReportTable/index.tsx:61 | src/components/common/ReportTable/index.tsx:53,,Custom Range,"=GOOGLETRANSLATE(C544, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:225,,Custom template,"=GOOGLETRANSLATE(C545, ""en"", ""el"")",
src/components/common/AdminOrdersTable/index.tsx:71 | src/components/common/OrdersTable/index.tsx:200,,Customer,"=GOOGLETRANSLATE(C546, ""en"", ""el"")",
src/components/modals/RefundOrderModal/index.tsx:125,,Customer will receive an email confirming the refund,"=GOOGLETRANSLATE(C547, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:26,,Customer's email address,"=GOOGLETRANSLATE(C548, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:24,,Customer's first name,"=GOOGLETRANSLATE(C549, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:25,,Customer's last name,"=GOOGLETRANSLATE(C550, ""en"", ""el"")",
src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:108,,Customers,"=GOOGLETRANSLATE(C551, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/EmailSettings/GeneralEmailSettings.tsx:59,,Customize the email and notification settings for this event,"=GOOGLETRANSLATE(C552, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:315,,Customize the emails sent to your customers using Liquid templating. These templates will be used as defaults for all events in your organization.,"=GOOGLETRANSLATE(C553, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/HomepageAndCheckoutSettings/index.tsx:88,,Customize the event homepage and checkout messaging,"=GOOGLETRANSLATE(C554, ""en"", ""el"")",
src/components/routes/event/HomepageDesigner/index.tsx:161,,"Customize the layout, colors, and branding of your event homepage.","=GOOGLETRANSLATE(C555, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/MiscSettings/index.tsx:76,,Customize the miscellaneous settings for this event,"=GOOGLETRANSLATE(C556, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:411,,Customize the questions asked during checkout to gather important information from your attendees.,"=GOOGLETRANSLATE(C557, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/SeoSettings/index.tsx:60 | src/components/routes/organizer/Settings/Sections/SeoSettings/index.tsx:57,,Customize the SEO settings for this event,"=GOOGLETRANSLATE(C558, ""en"", ""el"")",
src/components/routes/event/HomepageDesigner/index.tsx:253,,Customize the text shown on the continue button,"=GOOGLETRANSLATE(C559, ""en"", ""el"")",
src/components/common/EmailTemplateEditor/EmailTemplateEditor.tsx:112,,Customize your email template using Liquid templating,"=GOOGLETRANSLATE(C560, ""en"", ""el"")",
src/components/routes/event/GettingStarted/index.tsx:174,,Customize your event page,"=GOOGLETRANSLATE(C561, ""en"", ""el"")",
src/components/routes/event/GettingStarted/index.tsx:170,,Customize your event page to match your brand and style.,"=GOOGLETRANSLATE(C562, ""en"", ""el"")",
src/components/routes/organizer/OrganizerHomepageDesigner/index.tsx:171,,Customize your organizer page appearance,"=GOOGLETRANSLATE(C563, ""en"", ""el"")",
src/components/routes/organizer/Reports/index.tsx:18,,"Daily revenue, taxes, fees, and refunds across all events","=GOOGLETRANSLATE(C564, ""en"", ""el"")",
src/components/routes/event/Reports/index.tsx:23,,Daily Sales Report,"=GOOGLETRANSLATE(C565, ""en"", ""el"")",
src/components/routes/event/Reports/index.tsx:24,,"Daily sales, tax, and fee breakdown","=GOOGLETRANSLATE(C566, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:158 | src/components/common/CheckInListList/index.tsx:178 | src/components/common/OrdersTable/index.tsx:182 | src/components/common/OrganizerWebhookTable/index.tsx:116 | src/components/common/ProductsTable/SortableProduct/index.tsx:498 | src/components/common/PromoCodeTable/index.tsx:188 | src/components/common/WebhookTable/index.tsx:116,,Danger zone,"=GOOGLETRANSLATE(C567, ""en"", ""el"")",
src/components/common/AttendeeTable/index.tsx:367 | src/components/common/DangerZone/index.tsx:30 | src/components/routes/event/Settings/index.tsx:88 | src/components/routes/organizer/Settings/index.tsx:71,,Danger Zone,"=GOOGLETRANSLATE(C568, ""en"", ""el"")",
src/components/common/ThemeColorControls/index.tsx:93,,Dark,"=GOOGLETRANSLATE(C569, ""en"", ""el"")",
src/components/layouts/Admin/index.tsx:13 | src/components/layouts/Event/index.tsx:96 | src/components/routes/organizer/OrganizerDashboard/index.tsx:162,,Dashboard,"=GOOGLETRANSLATE(C570, ""en"", ""el"")",
src/components/layouts/AuthLayout/index.tsx:61,,Data Ownership,"=GOOGLETRANSLATE(C571, ""en"", ""el"")",
src/components/common/AdminOrdersTable/index.tsx:94 | src/components/common/OrderDetails/index.tsx:39 | src/components/forms/QuestionForm/index.tsx:136 | src/components/routes/organizer/Reports/EventsPerformanceReport/index.tsx:56 | src/components/routes/organizer/Reports/RevenueSummaryReport/index.tsx:24,,Date,"=GOOGLETRANSLATE(C572, ""en"", ""el"")",
src/components/common/AttendeeTicket/index.tsx:75,,Date & Time,"=GOOGLETRANSLATE(C573, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:35 | src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:69,,Date of the event,"=GOOGLETRANSLATE(C574, ""en"", ""el"")",
src/components/common/Editor/Controls/InsertLiquidVariableControl.tsx:23,,Date order was placed,"=GOOGLETRANSLATE(C575, ""en"", ""el"")",
src/components/forms/CapaciyAssigmentForm/index.tsx:38,,Day one capacity,"=GOOGLETRANSLATE(C576, ""en"", ""el"")",
src/components/routes/admin/Accounts/AccountDetail/index.tsx:94,,Default,"=GOOGLETRANSLATE(C577, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/EventDefaults/index.tsx:82,,Default attendee information collection,"=GOOGLETRANSLATE(C578, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/PlatformFeesSettings/index.tsx:44,,Default Fee Handling,"=GOOGLETRANSLATE(C579, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:215,,Default template will be used,"=GOOGLETRANSLATE(C580, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:101 | src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:107,,delete,"=GOOGLETRANSLATE(C581, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:504 | src/components/common/PromoCodeTable/index.tsx:43 | src/components/common/QuestionsTable/index.tsx:150 | src/components/common/TaxAndFeeList/index.tsx:78 | src/components/routes/admin/FailedJobs/index.tsx:209,,Delete,"=GOOGLETRANSLATE(C582, ""en"", ""el"")",
src/components/common/AffiliateTable/index.tsx:203,,Delete Affiliate,"=GOOGLETRANSLATE(C583, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:135,,Delete All,"=GOOGLETRANSLATE(C584, ""en"", ""el"")",
src/components/common/CapacityAssignmentList/index.tsx:161,,Delete Capacity,"=GOOGLETRANSLATE(C585, ""en"", ""el"")",
src/components/common/ProductsTable/SortableCategory/index.tsx:150 | src/components/common/ProductsTable/SortableCategory/index.tsx:151,,Delete category,"=GOOGLETRANSLATE(C586, ""en"", ""el"")",
src/components/common/CheckInListList/index.tsx:181,,Delete Check-In List,"=GOOGLETRANSLATE(C587, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:193,,Delete code,"=GOOGLETRANSLATE(C588, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:82 | src/components/routes/event/Settings/Sections/DangerZoneSettings/index.tsx:116,,Delete Event,"=GOOGLETRANSLATE(C589, ""en"", ""el"")",
src/components/common/ImageUploadDropzone/index.tsx:255,,Delete image,"=GOOGLETRANSLATE(C590, ""en"", ""el"")",
src/components/routes/admin/FailedJobs/index.tsx:301,,Delete Job,"=GOOGLETRANSLATE(C591, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:88 | src/components/routes/organizer/Settings/Sections/DangerZoneSettings/index.tsx:122,,Delete Organizer,"=GOOGLETRANSLATE(C592, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:123,,Delete Template,"=GOOGLETRANSLATE(C593, ""en"", ""el"")",
src/components/common/QuestionsTable/index.tsx:197,,Delete this question? This cannot be undone.,"=GOOGLETRANSLATE(C594, ""en"", ""el"")",
src/components/common/OrganizerWebhookTable/index.tsx:127 | src/components/common/WebhookTable/index.tsx:127,,Delete webhook,"=GOOGLETRANSLATE(C595, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:280 | src/components/forms/TaxAndFeeForm/index.tsx:81 | src/components/modals/DuplicateEventModal/index.tsx:115 | src/components/routes/event/Settings/Sections/EventDetailsForm/index.tsx:95 | src/components/routes/organizer/Settings/Sections/BasicSettings/index.tsx:86,,Description,"=GOOGLETRANSLATE(C596, ""en"", ""el"")",
src/components/forms/CheckInListForm/index.tsx:52,,Description for check-in staff,"=GOOGLETRANSLATE(C597, ""en"", ""el"")",
src/components/modals/DuplicateEventModal/index.tsx:149,,Deselect All,"=GOOGLETRANSLATE(C598, ""en"", ""el"")",
src/components/routes/event/TicketDesigner/index.tsx:122,,Design Elements,"=GOOGLETRANSLATE(C599, ""en"", ""el"")",
src/components/common/ProgressStepper/index.tsx:18 | src/components/common/ProgressStepper/index.tsx:23,,Details,"=GOOGLETRANSLATE(C600, ""en"", ""el"")",
src/components/routes/welcome/index.tsx:193,,Didn't receive the code?,"=GOOGLETRANSLATE(C601, ""en"", ""el"")",
src/components/forms/CapaciyAssigmentForm/index.tsx:27,,Disabling this capacity will track sales but not stop them when the limit is reached,"=GOOGLETRANSLATE(C602, ""en"", ""el"")",
src/components/routes/organizer/Settings/Sections/SocialLinks/index.tsx:71,,Discord,"=GOOGLETRANSLATE(C603, ""en"", ""el"")",
src/components/common/PromoCodeTable/index.tsx:75,,Discount,"=GOOGLETRANSLATE(C604, ""en"", ""el"")",
src/components/forms/PromoCodeForm/index.tsx:93,,Discount %,"=GOOGLETRANSLATE(C605, ""en"", ""el"")",
src/components/forms/PromoCodeForm/index.tsx:93,,Discount in {0},"=GOOGLETRANSLATE(C606, ""en"", ""el"")",
src/components/forms/PromoCodeForm/index.tsx:73,,Discount Type,"=GOOGLETRANSLATE(C607, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/HomepageAndCheckoutSettings/index.tsx:132,,Display a checkbox allowing customers to opt-in to receive marketing communications from this event organizer.,"=GOOGLETRANSLATE(C608, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/HomepageAndCheckoutSettings/index.tsx:139,,Display a mandatory checkbox requiring customers to consent to data collection policies.,"=GOOGLETRANSLATE(C609, ""en"", ""el"")",
src/components/routes/event/Settings/Sections/PaymentSettings/index.tsx:193,,Document Label,"=GOOGLETRANSLATE(C610, ""en"", ""el"")",
src/components/routes/account/ManageAccount/sections/PaymentSettings/index.tsx:692,,Documentation,"=GOOGLETRANSLATE(C611, ""en"", ""el"")",
src/components/common/AddToCalendarCTA/index.tsx:19,,Don't forget!,"=GOOGLETRANSLATE(C612, ""en"", ""el"")",
src/components/routes/auth/Login/index.tsx:82,,Don't have an account? <0>Sign up</0>,"=GOOGLETRANSLATE(C613, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:308,,Donation,"=GOOGLETRANSLATE(C614, ""en"", ""el"")",
src/components/forms/ProductForm/index.tsx:166,,Donation / Pay what you'd like product,"=GOOGLETRANSLATE(C615, ""en"", ""el"")",
src/components/modals/CheckInListSuccessModal/index.tsx:59 | src/components/modals/EventLiveCelebrationModal/index.tsx:123,,Done,"=GOOGLETRANSLATE(C616, ""en"", ""el"")",
src/components/common/CalendarOptionsPopover/index.tsx:38,,Download .ics,"=GOOGLETRANSLATE(C617, ""en"", ""el"")",
src/components/common/DownloadCsvButton/index.tsx:48,,Download CSV,"=GOOGLETRANSLATE(C618, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:158,,Download invoice,"=GOOGLETRANSLATE(C619, ""en"", ""el"")",
src/components/layouts/Checkout/index.tsx:253,,Download Invoice,"=GOOGLETRANSLATE(C620, ""en"", ""el"")",
src/components/modals/ShareModal/index.tsx:228,,Download QR Code,"=GOOGLETRANSLATE(C621, ""en"", ""el"")",
src/components/routes/event/Reports/index.tsx:38,,"Download sales, attendee, and financial reports for all completed orders.","=GOOGLETRANSLATE(C622, ""en"", ""el"")",
src/components/common/OrdersTable/index.tsx:97 | src/components/layouts/Checkout/index.tsx:104,,Downloading Invoice,"=GOOGLETRANSLATE(C623, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:86 | src/components/layouts/Event/index.tsx:193 | src/components/layouts/OrganizerLayout/index.tsx:214,,Draft,"=GOOGLETRANSLATE(C624, ""en"", ""el"")",
src/components/forms/QuestionForm/index.tsx:124,,Dropdown selection,"=GOOGLETRANSLATE(C625, ""en"", ""el"")",
src/components/common/EmailTemplateSettings/EmailTemplateSettingsBase.tsx:353,,"Due to the high risk of spam, you must connect a Stripe account before you can modify email templates. This is to ensure that all event organizers are verified and accountable.","=GOOGLETRANSLATE(C626, ""en"", ""el"")",
src/components/modals/SendMessageModal/index.tsx:241,,"Due to the high risk of spam, you must connect a Stripe account before you can send messages to attendees.\nThis is to ensure that all event organizers are verified and accountable.","=GOOGLETRANSLATE(C627, ""en"", ""el"")",
src/components/common/ProductsTable/SortableProduct/index.tsx:494,,Duplicate,"=GOOGLETRANSLATE(C628, ""en"", ""el"")",
src/components/common/EventCard/index.tsx:144,,Duplicate event,"=GOOGLETRANSLATE(C629, ""en"", ""el"")",
src/components/modals/DuplicateEventModal/index.tsx:100 | src/components/modals/DuplicateEventModal/index.tsx:177,,Duplicate Event,"=GOOGLETRANSLATE(C630, ""en"", ""el"")",
src/components/modals/DuplicateEventModal/index.tsx:135,,Duplicate Options,"=GOOGLETRANSLATE(C631, ""en"", ""el"")",
src/components/modals/DuplicateProductModal/index.tsx:113 | src/components/modals/DuplicateProductModal/index.tsx:117,,Duplicate Product,"=GOOGLETRANSLATE(C632, ""en"", ""el"")",
